1	1	0.0209379	1	0.021286	1	0.000253136
2	2	0.0229638	2	0.021037	2	0.000261117
3	3	0.0206657	3	0.0203189	3	0.000281061
4	4	0.0224439	4	0.0211258	4	0.000297493
5	5	0.0205845	5	0.0210674	4	0.000297937
6	6	0.0206166	6	0.0211893	6	0.000304776
7	7	0.0206146	7	0.0221927	6	0.000304106
8	8	0.0216238	8	0.0222005	8	0.000306716
9	9	0.0208329	9	0.0214302	9	0.000326504
10	10	0.0218501	10	0.0211216	9	0.000319359
11	11	0.0210422	11	0.0222513	11	0.000322277
12	12	0.0207971	12	0.020635	12	0.00033149
13	13	0.0206314	13	0.0204989	12	0.000329926
14	14	0.0208506	14	0.0205441	14	0.00033241
15	15	0.0218188	15	0.0204938	15	0.000337659
16	16	0.0205118	16	0.0205153	16	0.000341775
17	17	0.0216448	17	0.0204449	17	0.000346449
18	18	0.0206092	18	0.0204288	17	0.000346328
19	19	0.020628	19	0.0203854	19	0.000363044
20	20	0.0206484	20	0.0205916	19	0.000353794
21	21	0.0205982	21	0.0205527	19	0.000353953
22	22	0.0220198	22	0.020508	22	0.000360235
23	23	0.0217186	23	0.0203497	22	0.000358848
24	24	0.0217355	24	0.0204327	24	0.00036906
25	25	0.020491	25	0.0213232	24	0.000367409
26	26	0.0205289	26	0.0204132	24	0.000367129
27	27	0.0208112	27	0.0204859	27	0.000377626
28	28	0.0215454	28	0.0204611	27	0.000377823
29	29	0.0204955	29	0.0205116	29	0.000380958
30	30	0.0206752	30	0.0212654	29	0.000381191
31	31	0.0208386	31	0.020643	29	0.000382693
32	32	0.0218111	32	0.0205696	32	0.000394742
33	33	0.0208709	33	0.0206981	32	0.000396206
34	34	0.0206646	34	0.0203279	32	0.000396223
35	35	0.0206916	35	0.0205207	32	0.000396074
36	36	0.0206189	36	0.0205051	36	0.00040333
37	37	0.0223437	37	0.0214721	36	0.000404344
38	38	0.0207103	38	0.020579	38	0.00040937
39	39	0.0211621	39	0.0217051	38	0.000409905
40	40	0.0230902	40	0.0204465	38	0.000417674
41	41	0.020572	41	0.0204728	38	0.000409727
42	42	0.0207352	42	0.0211703	42	0.000418483
43	43	0.0205135	43	0.0203863	42	0.000419615
44	44	0.0206081	44	0.0204843	42	0.000425845
45	45	0.0217453	45	0.0212769	42	0.000454623
46	46	0.0205343	46	0.0212659	42	0.000417016
47	47	0.0208953	47	0.0204935	42	0.000428413
48	48	0.020664	48	0.0208027	42	0.0004192
49	49	0.0204386	49	0.0206957	49	0.000426541
50	50	0.0206972	50	0.0203795	49	0.000428519
51	51	0.0208687	51	0.0203492	49	0.00042972
52	52	0.02076	52	0.0205337	49	0.000426609
53	53	0.0216977	53	0.0215085	49	0.000427368
54	54	0.0208157	54	0.0204314	49	0.000426767
55	55	0.0207701	55	0.0205074	55	0.000436413
56	56	0.0205464	56	0.0204437	55	0.000435979
57	57	0.0206744	57	0.0207058	55	0.000450145
58	58	0.0219284	58	0.0212043	55	0.000436807
59	59	0.0206828	59	0.0203357	59	0.00044441
60	60	0.0205781	60	0.0204673	59	0.000454883
61	61	0.0205829	61	0.0205545	59	0.000441886
62	62	0.0216027	62	0.0204495	59	0.000460382
63	63	0.0221216	63	0.0204699	59	0.000443478
64	64	0.0221412	64	0.0206543	64	0.000460833
65	65	0.0207096	65	0.0204112	64	0.000451722
66	66	0.021707	66	0.0203855	64	0.000451923
67	67	0.0207171	67	0.02029	64	0.000452345
68	68	0.0207075	68	0.0206835	64	0.000452147
69	69	0.0207607	69	0.0204688	64	0.000449574
70	70	0.022595	70	0.0204514	70	0.000463696
71	71	0.0209131	71	0.0204947	70	0.000456987
72	72	0.0218005	72	0.020411	70	0.000459632
73	73	0.021618	73	0.0204607	70	0.000456329
74	74	0.0205738	74	0.0203864	70	0.000459328
75	75	0.0204896	75	0.02057	75	0.000467108
76	76	0.0216323	76	0.0205363	75	0.000467504
77	77	0.0205772	77	0.0207752	75	0.000470471
78	78	0.0205748	78	0.020545	75	0.000467589
79	79	0.0204849	79	0.0207346	75	0.000467768
80	80	0.020817	80	0.0205029	80	0.000477407
81	81	0.0204807	81	0.0206634	80	0.000473813
82	82	0.020557	82	0.0211892	80	0.000477334
83	83	0.0207925	83	0.0204135	80	0.000476062
84	84	0.0207674	84	0.0213699	80	0.0004773
85	85	0.0207712	85	0.0204656	80	0.000480169
86	86	0.0219444	86	0.0204419	80	0.00047543
87	87	0.0207872	87	0.0205435	80	0.00047568
88	88	0.0204724	88	0.0204604	80	0.000476695
89	89	0.0215415	89	0.020459	80	0.000473136
90	90	0.0209722	90	0.0203381	80	0.000477813
91	91	0.0205057	91	0.0203969	91	0.000486208
92	92	0.020469	92	0.0204785	91	0.000487123
93	93	0.020408	93	0.0204947	91	0.000486915
94	94	0.0209431	94	0.0210105	91	0.000485628
95	95	0.0219496	95	0.0205397	91	0.000486391
96	96	0.0205678	96	0.0204118	91	0.000484533
97	97	0.0207199	97	0.0204116	91	0.00048626
98	98	0.0215552	98	0.0217961	91	0.000484397
99	99	0.0206522	99	0.0211748	99	0.00049312
100	100	0.0206398	100	0.0204877	99	0.000493825
101	101	0.0207038	101	0.0204928	99	0.000493391
102	102	0.0205387	102	0.0204988	99	0.000494238
103	103	0.0207549	103	0.0204504	99	0.000495367
104	104	0.0204456	104	0.0204125	99	0.00049087
105	105	0.0208313	105	0.0205847	99	0.000494841
106	106	0.0210126	106	0.0203921	99	0.000493528
107	107	0.020779	107	0.0205397	99	0.000498744
108	108	0.0205419	108	0.0212661	108	0.000501907
109	109	0.0214034	109	0.0204647	108	0.000550134
110	110	0.0216252	110	0.0212181	110	0.000512779
111	111	0.0205336	111	0.020512	110	0.000514229
112	112	0.0215563	112	0.0205318	110	0.000512229
113	113	0.020983	113	0.0204989	110	0.000512458
114	114	0.0214054	114	0.0202952	110	0.000512356
115	115	0.0214865	115	0.0208597	110	0.000509663
116	116	0.0213913	116	0.0206869	110	0.000522285
117	117	0.0224147	117	0.0205178	117	0.000523419
118	118	0.0205209	118	0.0212065	117	0.000520823
119	119	0.0205062	119	0.0206697	117	0.000523261
120	120	0.0210146	120	0.0205093	117	0.000525912
121	121	0.0215074	121	0.0204648	117	0.000539123
122	122	0.020954	122	0.0207502	117	0.0005244
123	123	0.0207707	123	0.02179	117	0.000523502
124	124	0.021457	124	0.0204379	117	0.000522577
125	125	0.0203749	125	0.0204155	117	0.000524915
126	126	0.020664	126	0.0209908	117	0.000533484
127	127	0.0205858	127	0.0205311	117	0.000524353
128	128	0.0208935	128	0.0208893	117	0.000545453
129	129	0.0207102	129	0.0205504	129	0.000539526
130	130	0.0206499	130	0.0204077	129	0.000531669
131	131	0.0232534	131	0.0204028	129	0.000535079
132	132	0.0209312	132	0.021328	129	0.000532244
133	133	0.0220975	133	0.0206128	129	0.000532319
134	134	0.0210016	134	0.0205246	129	0.000530817
135	135	0.0207779	135	0.0213921	135	0.000540595
136	136	0.0204714	136	0.0204467	135	0.00054288
137	137	0.0207563	137	0.0218077	135	0.000540633
138	138	0.0206087	138	0.0205841	135	0.000542739
139	139	0.0208293	139	0.0203926	135	0.000544851
140	140	0.0208183	140	0.0205533	135	0.00054371
141	141	0.0204901	141	0.0213974	135	0.000541765
142	142	0.0215966	142	0.0204808	135	0.000545691
143	143	0.0206499	143	0.0205374	135	0.000544634
144	144	0.0208537	144	0.0209305	135	0.000543469
145	145	0.021799	145	0.0211545	145	0.000558134
146	146	0.022071	146	0.0204116	145	0.000556822
147	147	0.0210385	147	0.0204571	145	0.000555879
148	148	0.020996	148	0.0205374	145	0.000557704
149	149	0.0207002	149	0.0205787	145	0.000554528
150	150	0.0205515	150	0.0205388	145	0.000555862
151	151	0.0210432	151	0.0215281	145	0.000553587
152	152	0.0207049	152	0.0205539	145	0.000557069
153	153	0.0208429	153	0.0212963	145	0.000563708
154	154	0.0207018	154	0.0203428	145	0.000554584
155	155	0.0209524	155	0.0204728	145	0.000552521
156	156	0.0209214	156	0.020476	145	0.000556527
157	157	0.0208807	157	0.0205515	145	0.000555509
158	158	0.0204906	158	0.0204946	158	0.000565154
159	159	0.0206251	159	0.0208338	158	0.000566035
160	160	0.020637	160	0.021439	158	0.000567869
161	161	0.0217312	161	0.0205612	158	0.000568836
162	162	0.0209955	162	0.0205525	158	0.000585695
163	163	0.0208847	163	0.020338	158	0.000563418
164	164	0.0209894	164	0.0212249	158	0.000568672
165	165	0.0217453	165	0.0206032	158	0.00056695
166	166	0.0206377	166	0.0205649	158	0.000567211
167	167	0.0217555	167	0.0205845	158	0.000564064
168	168	0.0212121	168	0.0205609	158	0.000575321
169	169	0.0205573	169	0.0205159	169	0.000578794
170	170	0.0215787	170	0.0204236	169	0.000579171
171	171	0.0207772	171	0.0209761	169	0.000579464
172	172	0.0204508	172	0.020586	169	0.00058148
173	173	0.0250299	173	0.0205213	169	0.000579153
174	174	0.0205591	174	0.0213621	169	0.000578316
175	175	0.0209102	175	0.0205057	169	0.00057756
176	176	0.0213751	176	0.0205769	169	0.000609541
177	177	0.0209292	177	0.0204363	169	0.000578401
178	178	0.0208366	178	0.0203753	169	0.000583025
179	179	0.021086	179	0.0205661	169	0.000577707
180	180	0.0212136	180	0.0205251	169	0.000577738
181	181	0.0209702	181	0.0204931	169	0.000574301
182	182	0.0206167	182	0.0215372	169	0.000576396
183	183	0.0205379	183	0.0204769	169	0.000589864
184	184	0.0206049	184	0.0212278	169	0.000597045
185	185	0.0208732	185	0.0213157	169	0.00057641
186	186	0.0210455	186	0.0205498	186	0.000601434
187	187	0.0206862	187	0.0203385	186	0.000591406
188	188	0.020547	188	0.0205315	186	0.000591347
189	189	0.0207999	189	0.0204871	186	0.000607113
190	190	0.0208861	190	0.0204544	186	0.000605204
191	191	0.0210535	191	0.0204938	186	0.000591659
192	192	0.0219053	192	0.0204859	186	0.000589096
193	193	0.0205472	193	0.020482	186	0.000594991
194	194	0.0205299	194	0.0203829	186	0.000589878
195	195	0.0214971	195	0.0204173	186	0.000592252
196	196	0.0210673	196	0.0205907	196	0.000602844
197	197	0.0206492	197	0.0205428	196	0.000604625
198	198	0.0220079	198	0.0216245	196	0.000684832
199	199	0.0216738	199	0.0205533	196	0.000604412
200	200	0.0211288	200	0.0205068	196	0.000602094
