Harris	0	31	19
Harris	1	49	1
Harris	2	50	0
Harris	3	48	2
Harris	4	47	3
Harris	5	47	3
Harris	6	48	2
Harris	7	49	1
Harris	8	50	0
Harris	9	50	0
Harris	10	50	0
Harris	11	50	0
Harris	12	50	0
Harris	13	50	0
Harris	14	50	0
Harris	15	50	0
Harris	16	50	0
Harris	17	50	0
Harris	18	50	0
Harris	19	50	0
Harris	20	50	0
Harris	21	50	0
Harris	22	50	0
Harris	23	50	0
Harris	24	50	0
Harris	25	50	0
Harris	26	50	0
Harris	27	50	0
Harris	28	50	0
Harris	29	50	0
Harris	30	50	0
Harris	31	50	0
Harris	32	50	0
Harris	33	44	6
Harris	34	45	5
Harris	35	46	4
Harris	36	48	2
Harris	37	42	8
Harris	38	45	5
Harris	39	44	6
Harris	40	44	6
Harris	41	43	7
Harris	42	45	5
Harris	43	46	4
Harris	44	47	3
Harris	45	45	5
Harris	46	46	4
Harris	47	48	2
Harris	48	49	1
Harris	49	50	0
Harris	50	50	0
Harris	51	50	0
Harris	52	50	0
Harris	53	50	0
Harris	54	50	0
Harris	55	50	0
Harris	56	49	1
Harris	57	49	1
Harris	58	50	0
Harris	59	50	0
Harris	60	50	0
Harris	61	49	1
Harris	62	49	1
Harris	63	50	0
Harris	64	49	1
Harris	65	49	1
Harris	66	50	0
Harris	67	50	0
Harris	68	50	0
Harris	69	50	0
Harris	70	50	0
Harris	71	50	0
Harris	72	50	0
Harris	73	50	0
Harris	74	50	0
Harris	75	50	0
Harris	76	50	0
Harris	77	50	0
Harris	78	49	1
Harris	79	50	0
Harris	80	49	1
Harris	81	50	0
Harris	82	49	1
Harris	83	48	2
Harris	84	49	1
Harris	85	49	1
Harris	86	49	1
Harris	87	44	6
Harris	88	44	6
Harris	89	45	5
Harris	90	47	3
Harris	91	48	2
Harris	92	49	1
Harris	93	50	0
Harris	94	50	0
Harris	95	50	0
Harris	96	49	1
Harris	97	50	0
Harris	98	49	1
Harris	99	50	0
Harris	100	45	5
Harris	101	45	5
Harris	102	47	3
Harris	103	48	2
Harris	104	47	3
Harris	105	42	8
Harris	106	43	7
Harris	107	46	4
Harris	108	44	6
Harris	109	45	5
Harris	110	48	2
Harris	111	49	1
Harris	112	48	2
Harris	113	48	2
Harris	114	46	4
Harris	115	47	3
Harris	116	48	2
Harris	117	45	5
Harris	118	49	1
Harris	119	50	0
Harris	120	48	2
Harris	121	44	6
Harris	122	44	6
Harris	123	42	8
Harris	124	45	5
Harris	125	47	3
Harris	126	46	4
Harris	127	43	7
Harris	128	41	9
Harris	129	44	6
Harris	130	44	6
Harris	131	46	4
Harris	132	47	3
Harris	133	43	7
Harris	134	45	5
Harris	135	47	3
Harris	136	49	1
Harris	137	50	0
Harris	138	49	1
Harris	139	47	3
Harris	140	48	2
Harris	141	49	1
Harris	142	50	0
Harris	143	46	4
Harris	144	44	6
Harris	145	45	5
Harris	146	46	4
Harris	147	47	3
Harris	148	46	4
Harris	149	45	5
Harris	150	46	4
Harris	151	46	4
Harris	152	48	2
Harris	153	48	2
Harris	154	49	1
Harris	155	50	0
Harris	156	50	0
Harris	157	48	2
Harris	158	42	8
Harris	159	41	9
Harris	160	41	9
Harris	161	44	6
Harris	162	47	3
Harris	163	41	9
Harris	164	37	13
Harris	165	38	12
Harris	166	39	11
Harris	167	43	7
Harris	168	45	5
Harris	169	45	5
Harris	170	46	4
Harris	171	46	4
Harris	172	47	3
Harris	173	48	2
Harris	174	47	3
Harris	175	45	5
Harris	176	41	6
Harris	177	37	11
Harris	178	39	11
Harris	179	44	6
Harris	180	45	4
Harris	181	46	4
Harris	182	46	4
Harris	183	40	10
Harris	184	45	5
Harris	185	43	7
Harris	186	44	6
Harris	187	46	4
Harris	188	47	3
Harris	189	47	3
Harris	190	48	2
Harris	191	45	5
Harris	192	45	5
Harris	193	46	4
Harris	194	46	4
Harris	195	47	3
Harris	196	48	2
Harris	197	49	1
Harris	198	50	0
Harris	199	50	0
Harris	200	50	0
Harris	201	50	0
Harris	202	50	0
Harris	203	41	9
Harris	204	40	10
Harris	205	42	8
Harris	206	46	4
Harris	207	47	3
Harris	208	47	3
Harris	209	48	2
Harris	210	49	1
Harris	211	50	0
Harris	212	50	0
Harris	213	50	0
Harris	214	50	0
Harris	215	49	1
Harris	216	45	5
Harris	217	46	4
Harris	218	45	5
Harris	219	44	6
Harris	220	46	4
Harris	221	46	4
Harris	222	45	5
Harris	223	47	3
Harris	224	45	5
Harris	225	41	9
Harris	226	43	7
Harris	227	42	8
Harris	228	41	9
Harris	229	45	5
Harris	230	44	6
Harris	231	43	7
Harris	232	45	5
Harris	233	46	4
Harris	234	47	3
Harris	235	48	2
Harris	236	50	0
Harris	237	49	1
Harris	238	50	0
Harris	239	50	0
Harris	240	50	0
Harris	241	50	0
Harris	242	50	0
Shi Tomasi	0	49	1
Shi Tomasi	1	50	0
Shi Tomasi	2	50	0
Shi Tomasi	3	46	4
Shi Tomasi	4	46	4
Shi Tomasi	5	47	3
Shi Tomasi	6	48	2
Shi Tomasi	7	49	1
Shi Tomasi	8	50	0
Shi Tomasi	9	50	0
Shi Tomasi	10	50	0
Shi Tomasi	11	50	0
Shi Tomasi	12	50	0
Shi Tomasi	13	50	0
Shi Tomasi	14	49	1
Shi Tomasi	15	50	0
Shi Tomasi	16	50	0
Shi Tomasi	17	50	0
Shi Tomasi	18	50	0
Shi Tomasi	19	50	0
Shi Tomasi	20	49	1
Shi Tomasi	21	50	0
Shi Tomasi	22	50	0
Shi Tomasi	23	50	0
Shi Tomasi	24	50	0
Shi Tomasi	25	50	0
Shi Tomasi	26	50	0
Shi Tomasi	27	50	0
Shi Tomasi	28	50	0
Shi Tomasi	29	50	0
Shi Tomasi	30	50	0
Shi Tomasi	31	50	0
Shi Tomasi	32	50	0
Shi Tomasi	33	45	5
Shi Tomasi	34	46	4
Shi Tomasi	35	47	3
Shi Tomasi	36	48	2
Shi Tomasi	37	42	8
Shi Tomasi	38	46	4
Shi Tomasi	39	42	8
Shi Tomasi	40	41	9
Shi Tomasi	41	43	7
Shi Tomasi	42	46	4
Shi Tomasi	43	48	2
Shi Tomasi	44	49	1
Shi Tomasi	45	47	3
Shi Tomasi	46	48	2
Shi Tomasi	47	49	1
Shi Tomasi	48	50	0
Shi Tomasi	49	50	0
Shi Tomasi	50	50	0
Shi Tomasi	51	50	0
Shi Tomasi	52	50	0
Shi Tomasi	53	50	0
Shi Tomasi	54	50	0
Shi Tomasi	55	50	0
Shi Tomasi	56	49	1
Shi Tomasi	57	49	1
Shi Tomasi	58	50	0
Shi Tomasi	59	50	0
Shi Tomasi	60	50	0
Shi Tomasi	61	49	1
Shi Tomasi	62	49	1
Shi Tomasi	63	50	0
Shi Tomasi	64	49	1
Shi Tomasi	65	49	1
Shi Tomasi	66	50	0
Shi Tomasi	67	50	0
Shi Tomasi	68	50	0
Shi Tomasi	69	50	0
Shi Tomasi	70	50	0
Shi Tomasi	71	50	0
Shi Tomasi	72	50	0
Shi Tomasi	73	50	0
Shi Tomasi	74	50	0
Shi Tomasi	75	50	0
Shi Tomasi	76	50	0
Shi Tomasi	77	50	0
Shi Tomasi	78	49	1
Shi Tomasi	79	50	0
Shi Tomasi	80	49	1
Shi Tomasi	81	50	0
Shi Tomasi	82	49	1
Shi Tomasi	83	50	0
Shi Tomasi	84	49	1
Shi Tomasi	85	48	2
Shi Tomasi	86	48	2
Shi Tomasi	87	43	7
Shi Tomasi	88	43	7
Shi Tomasi	89	45	5
Shi Tomasi	90	46	4
Shi Tomasi	91	47	3
Shi Tomasi	92	48	2
Shi Tomasi	93	49	1
Shi Tomasi	94	50	0
Shi Tomasi	95	50	0
Shi Tomasi	96	49	1
Shi Tomasi	97	50	0
Shi Tomasi	98	49	1
Shi Tomasi	99	50	0
Shi Tomasi	100	44	6
Shi Tomasi	101	45	5
Shi Tomasi	102	45	5
Shi Tomasi	103	46	4
Shi Tomasi	104	45	5
Shi Tomasi	105	39	11
Shi Tomasi	106	42	8
Shi Tomasi	107	39	11
Shi Tomasi	108	42	8
Shi Tomasi	109	44	6
Shi Tomasi	110	47	3
Shi Tomasi	111	49	1
Shi Tomasi	112	49	1
Shi Tomasi	113	46	4
Shi Tomasi	114	45	5
Shi Tomasi	115	47	3
Shi Tomasi	116	47	3
Shi Tomasi	117	46	4
Shi Tomasi	118	47	3
Shi Tomasi	119	49	1
Shi Tomasi	120	49	1
Shi Tomasi	121	39	11
Shi Tomasi	122	42	8
Shi Tomasi	123	44	6
Shi Tomasi	124	46	4
Shi Tomasi	125	49	1
Shi Tomasi	126	49	1
Shi Tomasi	127	46	4
Shi Tomasi	128	45	5
Shi Tomasi	129	47	3
Shi Tomasi	130	47	3
Shi Tomasi	131	49	1
Shi Tomasi	132	50	0
Shi Tomasi	133	47	3
Shi Tomasi	134	48	2
Shi Tomasi	135	49	1
Shi Tomasi	136	50	0
Shi Tomasi	137	50	0
Shi Tomasi	138	50	0
Shi Tomasi	139	49	1
Shi Tomasi	140	50	0
Shi Tomasi	141	50	0
Shi Tomasi	142	50	0
Shi Tomasi	143	46	4
Shi Tomasi	144	43	7
Shi Tomasi	145	45	5
Shi Tomasi	146	46	4
Shi Tomasi	147	47	3
Shi Tomasi	148	46	4
Shi Tomasi	149	46	4
Shi Tomasi	150	48	2
Shi Tomasi	151	48	2
Shi Tomasi	152	49	1
Shi Tomasi	153	48	2
Shi Tomasi	154	49	1
Shi Tomasi	155	50	0
Shi Tomasi	156	50	0
Shi Tomasi	157	50	0
Shi Tomasi	158	42	8
Shi Tomasi	159	41	9
Shi Tomasi	160	41	9
Shi Tomasi	161	39	11
Shi Tomasi	162	44	6
Shi Tomasi	163	42	8
Shi Tomasi	164	39	11
Shi Tomasi	165	42	8
Shi Tomasi	166	41	9
Shi Tomasi	167	44	6
Shi Tomasi	168	48	2
Shi Tomasi	169	47	3
Shi Tomasi	170	46	4
Shi Tomasi	171	48	2
Shi Tomasi	172	48	2
Shi Tomasi	173	49	1
Shi Tomasi	174	48	2
Shi Tomasi	175	48	2
Shi Tomasi	176	44	6
Shi Tomasi	177	44	6
Shi Tomasi	178	44	6
Shi Tomasi	179	45	5
Shi Tomasi	180	46	4
Shi Tomasi	181	46	4
Shi Tomasi	182	46	4
Shi Tomasi	183	44	6
Shi Tomasi	184	46	4
Shi Tomasi	185	43	7
Shi Tomasi	186	46	4
Shi Tomasi	187	48	2
Shi Tomasi	188	48	2
Shi Tomasi	189	47	3
Shi Tomasi	190	47	3
Shi Tomasi	191	47	3
Shi Tomasi	192	47	3
Shi Tomasi	193	47	3
Shi Tomasi	194	48	2
Shi Tomasi	195	48	2
Shi Tomasi	196	49	1
Shi Tomasi	197	50	0
Shi Tomasi	198	50	0
Shi Tomasi	199	50	0
Shi Tomasi	200	50	0
Shi Tomasi	201	50	0
Shi Tomasi	202	50	0
Shi Tomasi	203	42	8
Shi Tomasi	204	43	7
Shi Tomasi	205	46	4
Shi Tomasi	206	49	1
Shi Tomasi	207	49	1
Shi Tomasi	208	49	1
Shi Tomasi	209	50	0
Shi Tomasi	210	50	0
Shi Tomasi	211	50	0
Shi Tomasi	212	50	0
Shi Tomasi	213	50	0
Shi Tomasi	214	50	0
Shi Tomasi	215	50	0
Shi Tomasi	216	46	4
Shi Tomasi	217	46	4
Shi Tomasi	218	45	5
Shi Tomasi	219	44	6
Shi Tomasi	220	40	10
Shi Tomasi	221	42	8
Shi Tomasi	222	43	7
Shi Tomasi	223	46	4
Shi Tomasi	224	46	4
Shi Tomasi	225	45	5
Shi Tomasi	226	45	5
Shi Tomasi	227	45	5
Shi Tomasi	228	45	5
Shi Tomasi	229	43	7
Shi Tomasi	230	45	5
Shi Tomasi	231	43	7
Shi Tomasi	232	42	8
Shi Tomasi	233	45	5
Shi Tomasi	234	47	3
Shi Tomasi	235	48	2
Shi Tomasi	236	48	2
Shi Tomasi	237	49	1
Shi Tomasi	238	50	0
Shi Tomasi	239	50	0
Shi Tomasi	240	50	0
Shi Tomasi	241	50	0
Shi Tomasi	242	50	0
FAST	0	49	1
FAST	1	50	0
FAST	2	50	0
FAST	3	48	2
FAST	4	47	3
FAST	5	48	2
FAST	6	49	1
FAST	7	50	0
FAST	8	50	0
FAST	9	50	0
FAST	10	50	0
FAST	11	50	0
FAST	12	50	0
FAST	13	50	0
FAST	14	50	0
FAST	15	50	0
FAST	16	50	0
FAST	17	50	0
FAST	18	50	0
FAST	19	50	0
FAST	20	50	0
FAST	21	50	0
FAST	22	50	0
FAST	23	50	0
FAST	24	50	0
FAST	25	50	0
FAST	26	50	0
FAST	27	50	0
FAST	28	50	0
FAST	29	50	0
FAST	30	50	0
FAST	31	50	0
FAST	32	50	0
FAST	33	41	9
FAST	34	43	7
FAST	35	44	6
FAST	36	46	4
FAST	37	44	6
FAST	38	45	5
FAST	39	44	6
FAST	40	47	3
FAST	41	48	2
FAST	42	49	1
FAST	43	50	0
FAST	44	50	0
FAST	45	50	0
FAST	46	50	0
FAST	47	50	0
FAST	48	50	0
FAST	49	50	0
FAST	50	50	0
FAST	51	50	0
FAST	52	50	0
FAST	53	50	0
FAST	54	50	0
FAST	55	50	0
FAST	56	50	0
FAST	57	50	0
FAST	58	50	0
FAST	59	50	0
FAST	60	50	0
FAST	61	50	0
FAST	62	50	0
FAST	63	50	0
FAST	64	50	0
FAST	65	50	0
FAST	66	50	0
FAST	67	50	0
FAST	68	50	0
FAST	69	50	0
FAST	70	50	0
FAST	71	50	0
FAST	72	50	0
FAST	73	50	0
FAST	74	50	0
FAST	75	50	0
FAST	76	50	0
FAST	77	50	0
FAST	78	50	0
FAST	79	50	0
FAST	80	50	0
FAST	81	50	0
FAST	82	50	0
FAST	83	50	0
FAST	84	50	0
FAST	85	50	0
FAST	86	50	0
FAST	87	40	10
FAST	88	45	5
FAST	89	47	3
FAST	90	48	2
FAST	91	49	1
FAST	92	50	0
FAST	93	50	0
FAST	94	50	0
FAST	95	50	0
FAST	96	50	0
FAST	97	50	0
FAST	98	50	0
FAST	99	50	0
FAST	100	43	7
FAST	101	46	4
FAST	102	47	3
FAST	103	48	2
FAST	104	49	1
FAST	105	47	3
FAST	106	47	3
FAST	107	46	4
FAST	108	45	5
FAST	109	47	3
FAST	110	48	2
FAST	111	49	1
FAST	112	50	0
FAST	113	50	0
FAST	114	47	3
FAST	115	48	2
FAST	116	49	1
FAST	117	49	1
FAST	118	50	0
FAST	119	50	0
FAST	120	47	3
FAST	121	47	3
FAST	122	48	2
FAST	123	47	3
FAST	124	48	2
FAST	125	49	1
FAST	126	50	0
FAST	127	47	3
FAST	128	48	2
FAST	129	49	1
FAST	130	50	0
FAST	131	50	0
FAST	132	50	0
FAST	133	48	2
FAST	134	50	0
FAST	135	50	0
FAST	136	50	0
FAST	137	50	0
FAST	138	50	0
FAST	139	50	0
FAST	140	50	0
FAST	141	50	0
FAST	142	50	0
FAST	143	14	36
FAST	144	38	12
FAST	145	43	7
FAST	146	46	4
FAST	147	48	2
FAST	148	43	7
FAST	149	45	5
FAST	150	46	4
FAST	151	46	4
FAST	152	47	3
FAST	153	48	2
FAST	154	49	1
FAST	155	50	0
FAST	156	50	0
FAST	157	48	2
FAST	158	36	14
FAST	159	41	9
FAST	160	43	7
FAST	161	44	6
FAST	162	46	4
FAST	163	39	11
FAST	164	38	12
FAST	165	44	6
FAST	166	45	5
FAST	167	47	3
FAST	168	49	1
FAST	169	46	4
FAST	170	46	4
FAST	171	47	3
FAST	172	48	2
FAST	173	49	1
FAST	174	48	2
FAST	175	48	2
FAST	176	46	4
FAST	177	47	3
FAST	178	48	2
FAST	179	49	1
FAST	180	50	0
FAST	181	50	0
FAST	182	49	1
FAST	183	49	1
FAST	184	49	1
FAST	185	44	6
FAST	186	48	2
FAST	187	49	1
FAST	188	50	0
FAST	189	50	0
FAST	190	50	0
FAST	191	50	0
FAST	192	50	0
FAST	193	50	0
FAST	194	50	0
FAST	195	50	0
FAST	196	50	0
FAST	197	50	0
FAST	198	50	0
FAST	199	50	0
FAST	200	50	0
FAST	201	50	0
FAST	202	50	0
FAST	203	50	0
FAST	204	50	0
FAST	205	50	0
FAST	206	50	0
FAST	207	50	0
FAST	208	50	0
FAST	209	50	0
FAST	210	50	0
FAST	211	50	0
FAST	212	50	0
FAST	213	50	0
FAST	214	50	0
FAST	215	50	0
FAST	216	50	0
FAST	217	50	0
FAST	218	50	0
FAST	219	50	0
FAST	220	50	0
FAST	221	50	0
FAST	222	50	0
FAST	223	50	0
FAST	224	50	0
FAST	225	50	0
FAST	226	50	0
FAST	227	50	0
FAST	228	50	0
FAST	229	50	0
FAST	230	50	0
FAST	231	50	0
FAST	232	50	0
FAST	233	50	0
FAST	234	50	0
FAST	235	50	0
FAST	236	50	0
FAST	237	50	0
FAST	238	50	0
FAST	239	50	0
FAST	240	50	0
FAST	241	50	0
FAST	242	50	0
AGAST	0	50	0
AGAST	1	50	0
AGAST	2	50	0
AGAST	3	48	2
AGAST	4	46	4
AGAST	5	47	3
AGAST	6	48	2
AGAST	7	49	1
AGAST	8	50	0
AGAST	9	50	0
AGAST	10	50	0
AGAST	11	50	0
AGAST	12	50	0
AGAST	13	50	0
AGAST	14	49	1
AGAST	15	50	0
AGAST	16	50	0
AGAST	17	50	0
AGAST	18	50	0
AGAST	19	50	0
AGAST	20	49	1
AGAST	21	50	0
AGAST	22	50	0
AGAST	23	50	0
AGAST	24	50	0
AGAST	25	50	0
AGAST	26	50	0
AGAST	27	50	0
AGAST	28	50	0
AGAST	29	49	1
AGAST	30	50	0
AGAST	31	49	1
AGAST	32	49	1
AGAST	33	43	7
AGAST	34	42	8
AGAST	35	44	6
AGAST	36	48	2
AGAST	37	46	4
AGAST	38	43	7
AGAST	39	42	8
AGAST	40	46	4
AGAST	41	43	7
AGAST	42	45	5
AGAST	43	46	4
AGAST	44	47	3
AGAST	45	47	3
AGAST	46	48	2
AGAST	47	49	1
AGAST	48	50	0
AGAST	49	50	0
AGAST	50	50	0
AGAST	51	50	0
AGAST	52	50	0
AGAST	53	50	0
AGAST	54	50	0
AGAST	55	50	0
AGAST	56	50	0
AGAST	57	50	0
AGAST	58	50	0
AGAST	59	50	0
AGAST	60	50	0
AGAST	61	50	0
AGAST	62	50	0
AGAST	63	50	0
AGAST	64	50	0
AGAST	65	50	0
AGAST	66	50	0
AGAST	67	50	0
AGAST	68	50	0
AGAST	69	50	0
AGAST	70	50	0
AGAST	71	50	0
AGAST	72	50	0
AGAST	73	50	0
AGAST	74	50	0
AGAST	75	50	0
AGAST	76	50	0
AGAST	77	50	0
AGAST	78	50	0
AGAST	79	50	0
AGAST	80	50	0
AGAST	81	50	0
AGAST	82	50	0
AGAST	83	50	0
AGAST	84	50	0
AGAST	85	50	0
AGAST	86	49	1
AGAST	87	48	2
AGAST	88	49	1
AGAST	89	50	0
AGAST	90	47	3
AGAST	91	48	2
AGAST	92	49	1
AGAST	93	50	0
AGAST	94	50	0
AGAST	95	50	0
AGAST	96	47	3
AGAST	97	48	2
AGAST	98	49	1
AGAST	99	50	0
AGAST	100	45	5
AGAST	101	46	4
AGAST	102	47	3
AGAST	103	47	3
AGAST	104	48	2
AGAST	105	47	3
AGAST	106	48	2
AGAST	107	46	4
AGAST	108	43	7
AGAST	109	45	5
AGAST	110	46	4
AGAST	111	48	2
AGAST	112	49	1
AGAST	113	49	1
AGAST	114	47	3
AGAST	115	48	2
AGAST	116	49	1
AGAST	117	50	0
AGAST	118	50	0
AGAST	119	50	0
AGAST	120	50	0
AGAST	121	49	1
AGAST	122	45	5
AGAST	123	42	8
AGAST	124	43	7
AGAST	125	45	5
AGAST	126	46	4
AGAST	127	45	5
AGAST	128	46	4
AGAST	129	48	2
AGAST	130	49	1
AGAST	131	50	0
AGAST	132	50	0
AGAST	133	47	3
AGAST	134	49	1
AGAST	135	50	0
AGAST	136	50	0
AGAST	137	50	0
AGAST	138	50	0
AGAST	139	50	0
AGAST	140	49	1
AGAST	141	50	0
AGAST	142	50	0
AGAST	143	43	7
AGAST	144	43	7
AGAST	145	44	6
AGAST	146	45	5
AGAST	147	47	3
AGAST	148	46	4
AGAST	149	45	5
AGAST	150	46	4
AGAST	151	45	5
AGAST	152	47	3
AGAST	153	48	2
AGAST	154	49	1
AGAST	155	50	0
AGAST	156	50	0
AGAST	157	50	0
AGAST	158	43	7
AGAST	159	44	6
AGAST	160	46	4
AGAST	161	47	3
AGAST	162	48	2
AGAST	163	48	2
AGAST	164	42	8
AGAST	165	42	8
AGAST	166	41	9
AGAST	167	46	4
AGAST	168	47	3
AGAST	169	48	2
AGAST	170	48	2
AGAST	171	49	1
AGAST	172	49	1
AGAST	173	50	0
AGAST	174	49	1
AGAST	175	48	2
AGAST	176	46	4
AGAST	177	39	11
AGAST	178	42	8
AGAST	179	44	6
AGAST	180	45	5
AGAST	181	47	3
AGAST	182	49	1
AGAST	183	49	1
AGAST	184	49	1
AGAST	185	48	2
AGAST	186	49	1
AGAST	187	49	1
AGAST	188	50	0
AGAST	189	48	2
AGAST	190	46	4
AGAST	191	44	6
AGAST	192	43	7
AGAST	193	45	5
AGAST	194	48	2
AGAST	195	49	1
AGAST	196	50	0
AGAST	197	50	0
AGAST	198	50	0
AGAST	199	50	0
AGAST	200	50	0
AGAST	201	50	0
AGAST	202	50	0
AGAST	203	47	3
AGAST	204	49	1
AGAST	205	50	0
AGAST	206	50	0
AGAST	207	50	0
AGAST	208	50	0
AGAST	209	50	0
AGAST	210	50	0
AGAST	211	50	0
AGAST	212	50	0
AGAST	213	50	0
AGAST	214	50	0
AGAST	215	50	0
AGAST	216	50	0
AGAST	217	50	0
AGAST	218	49	1
AGAST	219	46	4
AGAST	220	42	8
AGAST	221	40	10
AGAST	222	42	8
AGAST	223	43	7
AGAST	224	47	3
AGAST	225	48	2
AGAST	226	45	5
AGAST	227	46	4
AGAST	228	47	3
AGAST	229	48	2
AGAST	230	48	2
AGAST	231	40	10
AGAST	232	45	5
AGAST	233	42	8
AGAST	234	45	5
AGAST	235	47	3
AGAST	236	48	2
AGAST	237	49	1
AGAST	238	50	0
AGAST	239	50	0
AGAST	240	50	0
AGAST	241	50	0
AGAST	242	50	0
